bank,rating,review,date,source
CBE,5,How to make developer mode off,2025-01-11,Google Play
CBE,1,Always their is a mal function,2025-01-02,Google Play
CBE,1,mayreba app you its better if you use other banks,2025-08-27,Google Play
CBE,5,Good luck,2022-02-23,Google Play
BOA,5,"What's up I can't log in, what's wrong",2024-10-22,Google Play
CBE,5,Best of all,2025-06-26,Google Play
BOA,1,This app isn't working well on Tecno phone 📱. what is the error??,2024-04-29,Google Play
CBE,5,Excellent,2024-03-08,Google Play
CBE,4,It's good I like this app semtime sistem problem,2023-05-15,Google Play
CBE,5,Ok,2023-04-07,Google Play
CBE,2,The new version get worse I can't even check my balance let alone doing other stuff.,2024-03-11,Google Play
CBE,5,Wowww this app is good,2022-08-30,Google Play
CBE,1,"Too much slow n not working most of the time. ""Processing"" ""sync failed""... pls some one tell me how i can remove the update n use the pervious version??",2020-07-28,Google Play
CBE,1,Good and simpl for use,2022-12-10,Google Play
CBE,5,good,2025-10-12,Google Play
CBE,5,Our commercial,2024-03-03,Google Play
CBE,5,Good,2024-09-14,Google Play
CBE,5,Mensru behru,2024-04-08,Google Play
CBE,5,Nice app i really like it,2023-04-03,Google Play
CBE,5,Wow,2025-01-18,Google Play
BOA,5,Good,2024-04-22,Google Play
BOA,1,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,2024-11-12,Google Play
CBE,5,I'm good man,2024-02-11,Google Play
CBE,5,This app is a good app,2024-03-14,Google Play
CBE,3,"Great app, but it lacks a lot of features....",2023-10-31,Google Play
CBE,5,"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",2025-03-29,Google Play
CBE,5,Mameameni,2024-08-01,Google Play
CBE,5,Abraham hailu ara,2024-12-29,Google Play
CBE,5,Nice app,2020-10-31,Google Play
CBE,5,I am trying it now,2020-07-31,Google Play
BOA,3,"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",2024-09-14,Google Play
CBE,5,በጣም አሪፍ መተግበሪያ ነው👏👏👏,2021-09-01,Google Play
CBE,5,ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,2025-06-16,Google Play
CBE,4,best app keep the update for new features,2021-10-21,Google Play
CBE,1,the new app is not integrating with the system... fix it.,2019-03-30,Google Play
CBE,5,Good,2025-03-14,Google Play
CBE,5,Im very interesting in this app,2024-04-06,Google Play
CBE,1,Very slow and worst doesn't work good 🙃,2021-10-14,Google Play
CBE,5,The best app for banking,2021-07-12,Google Play
BOA,1,"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",2024-05-02,Google Play
CBE,4,Thank u for the app,2018-12-29,Google Play
CBE,3,It has very good function.the challenge with it is : it asks a varification key every time you install even for same device.,2024-02-01,Google Play
CBE,5,v.good app,2025-09-01,Google Play
CBE,5,"It used to be awosome but since yesterday I can't use the app. It will accept my password and say ""syce finished"" but it does not allow me to access any service.",2023-09-23,Google Play
CBE,5,easy to use helpful in my life,2025-05-21,Google Play
BOA,1,Worse mobile banking ever 👎👎,2024-03-29,Google Play
CBE,5,Include Fayda National ID payment,2024-04-04,Google Play
CBE,1,Ayalew Asefa weledemichel /አያሌው አሰፋ ወ/ሚካኤል,2024-05-04,Google Play
CBE,5,Tell us more,2022-03-18,Google Play
CBE,5,Best,2024-02-26,Google Play
BOA,5,good,2024-05-04,Google Play
CBE,5,Excellent app,2023-12-03,Google Play
Dashen,5,Amole lite is very simple for any kind of payments. Thank you Dashen Bank!!,2022-07-18,Google Play
CBE,5,Amazing for saving time,2024-10-22,Google Play
CBE,5,Except sometime break down it is good relatively and commission fee should be free to spread digitalization,2023-10-26,Google Play
CBE,4,one day it just has stopped in the middle of no where and left me helpless. i was to transfer money to my brother for an urgent school fee.,2019-03-17,Google Play
CBE,4,It's good but i can't send money for other tell birr account i don't like this ....,2024-02-16,Google Play
CBE,5,Very good,2025-03-30,Google Play
CBE,3,Not active always,2023-10-21,Google Play
CBE,5,Very good app. but disappointed by general cessation of system.,2025-05-02,Google Play
CBE,5,I love it😍,2022-06-02,Google Play
BOA,5,Nice,2024-02-03,Google Play
CBE,5,Okok,2024-02-10,Google Play
CBE,2,Happy,2024-07-08,Google Play
CBE,5,DANTRO BAND,2024-08-16,Google Play
CBE,5,Best application that make community life easy,2024-01-26,Google Play
CBE,3,3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,2025-10-11,Google Play
CBE,1,crashes after update for v2. please reply for comments asap.,2019-03-17,Google Play
Dashen,5,Fast and secured,2024-02-01,Google Play
CBE,5,Good app,2024-01-18,Google Play
BOA,5,Very good,2024-05-18,Google Play
CBE,5,Fast,2022-11-28,Google Play
CBE,4,Thank u for the easy operating service .It made life simple and accurate.Keep it up!!!,2025-01-03,Google Play
CBE,5,Good experience,2024-07-11,Google Play
CBE,5,Best,2024-10-19,Google Play
CBE,3,good,2024-02-14,Google Play
CBE,1,The weirdest bank ever. Weird customer service weird network.....,2024-02-11,Google Play
BOA,1,Worest app,2024-10-03,Google Play
BOA,2,It's good when i've downloaded at first. But now it doesn't work well,2024-05-20,Google Play
CBE,5,The best and active app ever,2021-08-31,Google Play
CBE,1,Very good,2021-12-29,Google Play
CBE,5,Best performance was seen recently.,2024-02-14,Google Play
CBE,4,Very much improved from the previous one. I really love it,2020-08-26,Google Play
CBE,5,grow business,2024-04-15,Google Play
CBE,1,It's not working properly,2021-01-04,Google Play
CBE,1,to download and how ican log in my account?,2016-11-20,Google Play
CBE,1,CBE is an example of poor service quality.,2024-02-09,Google Play
CBE,5,too nice app my time savaing,2024-10-07,Google Play
BOA,1,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,2024-10-04,Google Play
CBE,5,Easy to use,2025-02-01,Google Play
CBE,5,"I can simply describe this app as ""Making all your work easier"".",2025-04-28,Google Play
CBE,5,ሂወትን ቀለል የሚያረግ ለኔ ሁሉም ነገሬ ነው cbe,2023-12-13,Google Play
Dashen,3,"The login should be auto filled,",2023-07-20,Google Play
CBE,1,Doesn't work for Samsung A30s!,2021-08-11,Google Play
CBE,5,Fantastic,2021-06-07,Google Play
CBE,5,The new updated version is very satisfaying,2024-02-11,Google Play
BOA,5,Nice,2024-11-06,Google Play
CBE,5,I like cbe app!,2020-08-13,Google Play
CBE,1,Taks,2022-02-18,Google Play
CBE,5,"Good app. Can you add option to print or save ""Recent Transaction page"".",2022-02-13,Google Play
CBE,2,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2025-05-14,Google Play
Dashen,5,Thanks for this application,2022-12-29,Google Play
BOA,1,"Riddled with crashes, cant use it anymore. Very frustrating!",2024-06-20,Google Play
CBE,3,Good,2024-02-11,Google Play
CBE,5,Updater,2024-12-30,Google Play
CBE,1,App crushing after update to V2. Keeps crushing after accepting pin.,2019-03-04,Google Play
Dashen,5,Wawu,2023-08-12,Google Play
BOA,5,Bank Of Abyssina,2024-04-22,Google Play
CBE,5,👍👍,2023-10-11,Google Play
CBE,1,"Poor update, not exactly show the figure on the time!!",2021-08-27,Google Play
CBE,4,Its good bank in ethiopia,2024-11-19,Google Play
CBE,5,l like the app.GREAT,2021-03-01,Google Play
CBE,5,Eas for use,2025-01-04,Google Play
CBE,5,It good,2024-11-18,Google Play
CBE,5,Thanks for all,2023-12-23,Google Play
CBE,1,These is the most rediculous app i have ever seen in my life! You ahould just remove it from play store.,2022-02-12,Google Play
CBE,1,This application is an unreliable application. Please do not use it. Hackers will enter through the application and take the certificate from CBE.,2025-01-18,Google Play
CBE,5,Best app,2022-07-05,Google Play
CBE,4,Good,2024-03-28,Google Play
CBE,5,It is a a much better App than other Private Banks. But you have to include the following options; 1. The Bank Statement should be Unlimited. It should allow to see all Transactions by Tracing Back. No Need to Limit it with only one Page Transaction (May be 10Page). 2. You have to Work on transferring Money to other Banks too. You can ask additional payment for it. But the Service will be Essential for Us.,2021-09-21,Google Play
CBE,5,Nise,2025-08-04,Google Play
CBE,5,I wonder this up if it gives the mini statement with narrative details,2023-04-07,Google Play
CBE,5,Good,2025-01-26,Google Play
CBE,1,needs improvement. can't see who makes the transfers the name should be seen when the detail is selected. also i have different accounts in my name and i can only use my phone for one account only ? mobile banking has become easy ....commercial banks of Ethiopia......you need to keep up!!!,2018-11-07,Google Play
BOA,1,"The app does not work well from abroad, there have been continuous upgrades and updates that are very interruptive and non-responsive. Staff do not have the technical capabilities to support whereas the support number and online support are never available.",2024-02-12,Google Play
CBE,5,God jab CBE,2024-04-17,Google Play
CBE,4,I think it is good for all.,2014-05-07,Google Play
CBE,5,I've experienced the best and simple mobile banking I ever had. The latest version is good 👍,2023-04-23,Google Play
CBE,5,Where i get app verification key?,2020-12-05,Google Play
CBE,5,Ok,2025-01-01,Google Play
CBE,5,I realy like it,2020-10-07,Google Play
CBE,5,Very good and useful app,2021-05-02,Google Play
CBE,5,Cbe,2025-01-01,Google Play
CBE,5,Vary good,2025-02-27,Google Play
CBE,5,Tajaajilaa gaarii 🤩,2024-12-26,Google Play
CBE,2,"Not opening the account, very late",2024-08-01,Google Play
CBE,1,Not work properly.,2024-04-26,Google Play
CBE,5,Amadin Abrahim,2024-12-11,Google Play
CBE,3,Tegehegn sayile,2024-12-13,Google Play
CBE,5,"Wonderful app thanks for changing the oldq one, Good Job!",2020-06-29,Google Play
CBE,5,Best app,2024-02-11,Google Play
Dashen,5,Nice and attractive application developed. Wonderful,2022-07-18,Google Play
CBE,5,an amazing app fast and secure,2024-04-13,Google Play
CBE,1,"This app taking 10 birr for every transaction, This is not fair,🤬",2023-11-16,Google Play
CBE,5,Nice app!,2023-09-15,Google Play
CBE,4,ንግድ,2024-11-25,Google Play
CBE,5,Good,2023-03-31,Google Play
CBE,5,"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",2025-07-24,Google Play
CBE,5,Good jib,2024-07-11,Google Play
Dashen,5,Amole apk is ..... it's very good apk . please used amole Apk,2024-12-29,Google Play
CBE,5,"Great app, thank you cbe! You make my life easy!",2022-02-05,Google Play
CBE,5,good,2024-01-15,Google Play
CBE,5,It's great,2022-11-09,Google Play
CBE,5,Cbe,2017-02-18,Google Play
Dashen,3,Its Good updation from Previous,2025-04-25,Google Play
BOA,1,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,2025-01-18,Google Play
CBE,5,Good work at all,2021-10-07,Google Play
CBE,3,Thank you for everything,2022-02-14,Google Play
CBE,5,Good,2025-01-22,Google Play
CBE,1,What is Authorisation code and where  can I get it!?,2015-01-14,Google Play
CBE,4,Best app,2025-02-03,Google Play
CBE,5,Ok,2022-09-24,Google Play
CBE,4,Best,2025-03-23,Google Play
CBE,5,its nice,2024-08-10,Google Play
CBE,5,Simple and easy to use,2020-09-13,Google Play
CBE,4,Reliable!,2022-10-19,Google Play
BOA,5,Please Recover thank you,2024-07-02,Google Play
CBE,5,Very excellent,2023-07-06,Google Play
